Year,Team,off_G,off_PA,off_HR,off_R,off_RBI,off_SB,off_BB%,off_K%,off_ISO,off_BABIP,off_AVG,off_OBP,off_SLG,off_wOBA,off_wRC+,off_BsR,off_Off,off_Def,off_WAR,pit_W,pit_L,pit_SV,pit_G,pit_GS,pit_IP,pit_R,pit_K/9,pit_BB/9,pit_HR/9,pit_BABIP,pit_LOB%,pit_GB%,pit_HR/FB,pit_ERA,pit_FIP,pit_xFIP,pit_WAR,def_Inn,def_rSB,def_rGDP,def_rARM,def_rGFP,def_rPM,def_DRS,def_BIZ,def_Plays,def_RZR,def_OOZ,def_CPP,def_RPP,def_TZL,def_FSR,def_ARM,def_DPR,def_RngR,def_ErrR,def_UZR,def_UZR/150,def_Def,lgID,teamID,G,W,L,DivWin,WCWin,LgWin,WSWin,playoffs
2014,Mets,2294,6145,125,629,602,101,0.084,0.206,0.126,0.286,0.239,0.308,0.364,0.299,92,-1.1,-56.7,36.9,17.8,79,83,42,651,162,1463.2,618,8.01,3.13,0.87,0.295,0.757,0.458,9.9 %,3.49,3.75,3.7,12.9,13173.0,-3.0,-4.0,2.0,-7.0,28.0,14.0,2197.0,1800.0,0.819,494.0,73.0,-2.5,,-28.0,1.1,1.2,2.1,2.8,7.3,1.3,0.9,NL,NYN,162,79,83,N,N,N,N,False
1982,White Sox,1871,6242,136,786,747,136,0.085,0.139,0.14,0.3,0.273,0.337,0.413,0.334,104,4.4,34.6,-63.1,17.8,87,75,41,420,162,1439.0,710,4.71,2.88,0.62,0.292,0.691,,,3.87,3.58,,22.4,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,162,87,75,N,,N,N,False
1952,White Sox,1950,6034,80,610,560,61,0.09,0.086,0.097,0.267,0.252,0.327,0.349,0.319,89,3.3,-72.5,52.3,17.8,81,73,28,346,156,1416.2,568,4.92,3.67,0.55,0.259,0.741,,,3.25,3.35,,18.5,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,156,81,73,,,N,N,False
1940,White Sox,1598,5999,73,734,671,52,0.083,0.095,0.108,0.3,0.278,0.34,0.387,0.335,89,-18.3,-107.0,71.3,17.8,82,72,18,246,155,1386.2,672,3.73,3.12,0.72,0.258,0.691,,,3.74,4.12,,16.3,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,155,82,72,,,N,N,False
1987,Brewers,1694,6370,163,862,832,176,0.094,0.163,0.152,0.311,0.276,0.346,0.428,0.338,103,0.9,25.3,-61.3,17.8,91,71,45,444,162,1464.0,817,6.39,3.25,1.04,0.301,0.689,,,4.62,4.09,,19.9,,,,,,,,,,,,,,,,,,,,,,,AL,ML4,162,91,71,N,,N,N,False
1974,Phillies,2065,6121,95,676,636,115,0.077,0.134,0.113,0.29,0.261,0.32,0.374,0.315,90,2.4,-70.0,44.8,17.8,80,82,19,445,162,1447.1,701,5.55,4.24,0.69,0.282,0.72,,,3.92,3.82,,14.1,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,80,82,N,,N,N,False
1974,Indians,1823,6019,131,661,616,79,0.072,0.126,0.115,0.274,0.255,0.311,0.37,0.313,95,-9.0,-41.9,19.4,17.8,77,84,27,376,162,1445.2,694,4.04,2.98,0.86,0.267,0.712,,,3.82,3.99,,10.9,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,162,77,85,N,,N,N,False
2001,Angels,1824,6226,158,691,662,116,0.079,0.161,0.144,0.29,0.261,0.327,0.405,0.318,93,0.3,-57.5,22.4,17.8,75,87,43,546,162,1437.2,730,5.93,3.29,1.05,0.286,0.726,,,4.2,4.48,,14.0,,,,,,,,,,,,,,,,,,,,,,,AL,Angels,162,75,87,N,N,N,N,False
1934,Braves,1697,5854,83,683,649,30,0.064,0.075,0.106,0.284,0.272,0.323,0.378,0.324,93,3.5,-51.8,42.0,17.8,78,73,20,290,152,1359.2,714,3.06,2.68,0.52,0.289,0.669,,,4.11,4.12,,8.1,,,,,,,,,,,,,,,,,,,,,,,NL,BSN,152,78,73,,,N,N,False
2015,Angels,2459,5990,176,661,621,52,0.073,0.192,0.15,0.28,0.246,0.307,0.396,0.305,96,-0.1,-29.3,0.5,17.8,85,77,46,680,162,1440.2,675,7.63,2.91,1.04,0.285,0.733,0.415,10.0 %,3.94,4.06,4.26,11.6,12966.0,2.0,-2.0,6.0,7.0,-17.0,2.0,2153.0,1784.0,0.829,485.0,,,,6.0,9.2,-3.2,6.9,1.1,14.0,2.8,18.0,AL,LAA,162,85,77,N,N,N,N,False
1948,Cardinals,1935,5989,105,741,680,24,0.099,0.087,0.126,0.276,0.263,0.34,0.39,0.343,94,2.2,-44.2,25.2,17.7,85,69,18,360,155,1368.0,646,4.18,3.13,0.68,0.28,0.711,,,3.91,3.77,,20.1,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,155,85,69,,,N,N,False
1981,Phillies,1480,4143,69,491,453,103,0.09,0.104,0.115,0.291,0.273,0.341,0.389,0.332,107,3.7,34.8,-10.2,17.7,59,48,23,291,107,960.1,472,5.44,3.25,0.67,0.291,0.698,,,4.05,3.49,,9.4,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,107,59,48,Y,,N,N,True
1936,Reds,1849,5904,82,722,674,68,0.069,0.099,0.114,0.295,0.274,0.329,0.388,0.332,94,11.1,-31.5,23.1,17.7,74,80,23,315,154,1367.1,764,3.02,2.75,0.34,0.3,0.645,,,4.22,4.05,,13.5,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,74,80,,,N,N,False
1939,Twins,1656,6026,44,702,647,94,0.091,0.076,0.101,0.298,0.278,0.346,0.379,0.339,90,-4.4,-87.1,48.7,17.7,65,87,10,275,153,1354.2,797,3.46,4.0,0.5,0.281,0.643,,,4.6,4.3,,12.8,,,,,,,,,,,,,,,,,,,,,,,AL,WS1,153,65,87,,,N,N,False
1967,Astros,2020,6172,93,626,580,88,0.087,0.151,0.115,0.283,0.249,0.317,0.364,0.305,97,7.1,-10.6,-47.5,17.7,69,93,21,456,162,1445.2,742,6.6,3.02,0.75,0.294,0.682,,,4.03,3.25,,12.2,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,162,69,93,,,N,N,False
1969,Cardinals,1924,6152,90,595,561,87,0.082,0.142,0.106,0.285,0.253,0.316,0.359,0.306,89,1.0,-78.9,34.5,17.7,87,75,26,345,162,1460.1,540,6.19,3.15,0.61,0.269,0.763,,,2.94,3.13,,22.0,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,162,87,75,N,,N,N,False
2001,Padres,2259,6278,161,789,753,129,0.108,0.203,0.147,0.297,0.252,0.336,0.399,0.321,97,6.4,-16.6,-7.1,17.7,79,83,46,584,162,1440.2,812,6.8,2.97,1.37,0.293,0.71,,,4.52,4.62,,8.1,,,,,,,,,,,,,,,,,,,,,,,NL,SDN,162,79,83,N,N,N,N,False
1927,Reds,1688,5827,29,643,575,62,0.069,0.057,0.089,0.292,0.278,0.332,0.367,0.328,90,8.4,-64.9,57.0,17.7,75,78,12,246,153,1368.0,653,2.68,2.08,0.24,0.288,0.657,,,3.54,3.51,,18.3,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,153,75,78,,,N,N,False
2007,Devil Rays/Rays,2229,6280,187,782,750,131,0.087,0.211,0.165,0.318,0.268,0.336,0.433,0.335,103,8.4,29.5,-66.0,17.6,66,96,28,645,162,1429.2,944,7.52,3.58,1.25,0.331,0.668,0.418,11.1 %,5.53,4.7,4.47,9.2,12867.0,-3.0,1.0,12.0,-6.0,-89.0,-82.0,2406.0,1905.0,0.792,334.0,,,,,8.7,-2.3,-49.4,-5.3,-48.2,-5.5,-50.2,AL,TBA,162,66,96,N,N,N,N,False
2002,Mets,2389,6150,160,690,650,87,0.079,0.17,0.139,0.289,0.256,0.322,0.395,0.314,91,-6.1,-73.1,49.4,17.6,75,86,36,612,161,1442.2,703,6.91,3.39,1.02,0.287,0.733,0.427,10.2 %,3.91,4.14,4.2,13.4,12984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,3.1,2.4,25.7,-14.1,17.1,3.1,17.1,NL,NYN,161,75,86,N,N,N,N,False
1999,Padres,2305,6136,153,710,671,174,0.103,0.191,0.141,0.294,0.252,0.332,0.393,0.322,90,4.5,-77.1,61.1,17.6,74,88,43,564,162,1420.1,781,6.83,3.35,1.22,0.292,0.708,,,4.47,4.57,,12.0,,,,,,,,,,,,,,,,,,,,,,,NL,SDN,162,74,88,N,N,N,N,False
1989,Expos/Nationals,2172,6196,100,631,585,159,0.092,0.154,0.114,0.28,0.247,0.319,0.361,0.307,95,2.3,-33.5,4.1,17.6,81,81,35,449,162,1468.1,630,6.49,3.18,0.74,0.277,0.732,,,3.48,3.51,,15.3,,,,,,,,,,,,,,,,,,,,,,,NL,MON,162,81,81,N,,N,N,False
1996,Athletics,1834,6402,243,861,823,58,0.1,0.174,0.187,0.29,0.265,0.344,0.452,0.347,103,-5.7,20.4,-73.0,17.6,78,84,34,580,162,1456.1,900,5.46,3.98,1.27,0.304,0.701,,,5.2,5.22,,8.8,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,162,78,84,N,N,N,N,False
1923,White Sox,1683,6042,42,690,604,191,0.088,0.075,0.095,0.3,0.279,0.35,0.374,0.343,93,2.2,-57.6,39.4,17.6,69,85,11,282,156,1397.0,740,3.01,3.44,0.32,0.288,0.667,,,4.05,3.95,,13.7,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,156,69,85,,,N,N,False
1986,Reds,2192,6243,144,732,670,177,0.094,0.147,0.134,0.279,0.254,0.325,0.387,0.317,92,13.7,-43.8,11.5,17.6,86,76,45,475,162,1468.0,717,5.66,3.21,0.83,0.286,0.71,,,3.92,3.82,,15.2,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,86,76,N,,N,N,False
1957,Pirates,2022,5942,92,586,551,46,0.063,0.123,0.116,0.293,0.268,0.315,0.384,0.31,88,-0.6,-85.2,80.7,17.6,62,92,15,419,155,1395.0,696,4.28,2.72,1.02,0.277,0.719,,,3.88,3.95,,10.1,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,155,62,92,,,N,N,False
1966,Yankees,1986,5936,162,611,569,49,0.082,0.138,0.139,0.249,0.235,0.299,0.374,0.299,94,1.5,-35.1,36.3,17.6,70,89,32,387,160,1415.2,612,5.35,2.82,0.79,0.267,0.727,,,3.41,3.49,,13.8,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,160,70,89,,,N,N,False
1943,Tigers,1733,5979,77,632,572,40,0.081,0.092,0.098,0.28,0.261,0.324,0.359,0.329,94,-10.1,-50.9,20.6,17.6,78,76,20,285,155,1411.2,560,4.5,3.5,0.33,0.257,0.716,,,3.0,3.08,,22.1,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,155,78,76,,,N,N,False
1996,Rockies,2319,6333,221,961,909,201,0.083,0.175,0.185,0.321,0.287,0.355,0.472,0.358,93,8.9,-45.4,35.7,17.6,83,79,34,609,162,1422.2,964,5.9,3.95,1.25,0.306,0.659,,,5.6,5.13,,9.2,,,,,,,,,,,,,,,,,,,,,,,NL,Rockies,162,83,79,N,N,N,N,False
2003,Devil Rays/Rays,2223,6212,137,715,678,142,0.068,0.166,0.139,0.301,0.265,0.32,0.404,0.314,90,13.2,-65.7,30.0,17.6,63,99,30,534,162,1436.2,852,5.49,4.0,1.23,0.278,0.698,0.401,11.1 %,4.93,5.12,5.13,3.1,12930.0,5.0,2.0,8.0,0.0,-1.0,18.0,2703.0,2025.0,0.749,346.0,,,,,4.7,-3.5,44.1,-3.9,41.4,5.8,52.4,AL,TBA,162,63,99,N,N,N,N,False
1965,Phillies,2130,6172,144,654,608,46,0.08,0.177,0.134,0.285,0.25,0.313,0.384,0.31,96,-2.6,-33.3,-5.3,17.6,85,76,21,408,162,1468.2,667,6.56,2.86,0.71,0.29,0.718,,,3.53,3.16,,19.5,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,85,76,,,N,N,False
1967,White Sox,2214,5916,87,529,479,124,0.079,0.142,0.096,0.252,0.226,0.291,0.322,0.278,84,-1.5,-101.5,109.8,17.6,89,73,39,454,162,1490.1,491,5.6,2.81,0.53,0.245,0.769,,,2.45,3.11,,16.5,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,162,89,73,,,N,N,False
1995,Braves,1932,5464,168,645,618,73,0.095,0.171,0.16,0.276,0.25,0.326,0.409,0.324,92,-5.4,-63.3,56.8,17.6,90,54,34,483,144,1291.2,540,7.57,3.04,0.75,0.287,0.74,,,3.44,3.58,,24.2,,,,,,,,,,,,,,,,,,,,,,,NL,Braves,144,90,54,Y,N,Y,Y,True
2009,Rangers,2158,6127,224,784,748,149,0.077,0.205,0.185,0.296,0.26,0.32,0.445,0.331,92,9.1,-49.8,15.7,17.5,87,75,45,598,162,1434.2,740,6.37,3.33,1.07,0.288,0.721,0.425,10.0 %,4.38,4.49,4.5,15.8,12912.0,4.0,6.0,-9.0,1.0,20.0,19.0,2315.0,1967.0,0.85,445.0,51.0,-0.7,,20.0,-6.0,4.0,28.4,0.5,26.9,2.8,31.2,AL,Rangers,162,87,75,N,N,N,N,False
1998,Mets,2278,6257,136,706,671,62,0.091,0.168,0.135,0.295,0.259,0.33,0.394,0.318,93,-7.7,-65.0,47.1,17.5,88,74,46,561,162,1458.0,645,6.97,3.28,0.94,0.287,0.756,,,3.77,4.18,,14.6,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,162,88,74,N,N,N,N,False
1952,Cubs,1813,5834,107,628,595,50,0.072,0.122,0.119,0.288,0.264,0.321,0.383,0.327,90,-0.2,-66.9,41.2,17.5,77,77,15,323,155,1386.1,631,4.29,3.47,0.66,0.254,0.71,,,3.58,3.61,,16.9,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,155,77,77,,,N,N,False
1991,Cubs,2291,6130,159,695,654,123,0.072,0.143,0.138,0.272,0.253,0.309,0.39,0.313,90,-0.9,-68.1,38.5,17.5,77,83,40,520,160,1456.2,734,5.73,3.35,0.72,0.282,0.687,,,4.05,3.8,,15.1,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,160,77,83,N,,N,N,False
1965,Cardinals,2084,6204,109,707,645,100,0.077,0.142,0.117,0.282,0.254,0.314,0.371,0.306,85,0.8,-103.5,70.9,17.5,80,81,35,423,162,1461.1,674,5.64,2.88,1.02,0.273,0.739,,,3.77,3.78,,13.8,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,162,80,81,,,N,N,False
1934,Twins,1765,6166,51,729,680,47,0.092,0.072,0.105,0.295,0.278,0.348,0.382,0.341,91,-12.0,-85.6,45.1,17.5,66,86,12,318,155,1381.1,806,2.68,3.28,0.48,0.301,0.655,,,4.68,4.34,,12.6,,,,,,,,,,,,,,,,,,,,,,,AL,WS1,155,66,86,,,N,N,False
2009,Reds,2314,6187,158,673,637,96,0.086,0.182,0.147,0.282,0.247,0.318,0.394,0.313,84,5.2,-118.5,94.3,17.4,78,84,41,640,162,1458.1,723,6.6,3.56,1.16,0.283,0.744,0.421,10.9 %,4.18,4.63,4.5,10.7,13125.0,1.0,-3.0,13.0,3.0,9.0,34.0,2264.0,1906.0,0.842,479.0,66.0,4.9,,20.0,14.0,1.4,29.1,3.7,48.2,8.7,61.1,NL,Reds,162,78,84,N,N,N,N,False
2005,Yankees,2319,6406,229,886,847,84,0.099,0.154,0.174,0.297,0.276,0.355,0.45,0.35,116,-3.4,118.5,-160.9,17.4,95,67,46,580,162,1430.2,789,6.2,2.91,1.03,0.297,0.691,0.47,10.1 %,4.54,4.28,4.36,15.2,12876.0,-2.0,-3.0,-7.0,6.0,-104.0,-120.0,2841.0,2040.0,0.718,328.0,,,,,-4.0,-4.2,-136.0,2.4,-141.7,-19.2,-147.7,AL,NYA,162,95,67,Y,N,N,N,True
1959,Dodgers,2011,6027,148,704,666,84,0.098,0.148,0.139,0.284,0.258,0.334,0.396,0.325,90,-1.6,-75.1,35.8,17.4,88,68,26,397,156,1411.2,670,6.87,3.91,1.0,0.277,0.745,,,3.79,3.88,,16.7,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,156,88,68,,,Y,Y,False
1990,Expos/Nationals,2246,6184,114,661,607,235,0.093,0.165,0.12,0.286,0.25,0.322,0.37,0.311,90,5.6,-65.8,16.9,17.4,85,77,50,503,162,1473.1,598,6.05,3.12,0.78,0.271,0.756,,,3.37,3.7,,14.5,,,,,,,,,,,,,,,,,,,,,,,NL,MON,162,85,77,N,,N,N,False
1962,Orioles,2092,6157,156,652,617,45,0.084,0.151,0.139,0.271,0.248,0.314,0.387,0.313,91,-3.3,-71.3,64.6,17.4,77,85,33,415,162,1462.1,680,5.53,3.38,0.9,0.268,0.728,,,3.69,3.88,,14.9,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,162,77,85,,,N,N,False
1962,Angels,2152,6255,137,718,667,46,0.096,0.147,0.13,0.276,0.25,0.325,0.38,0.317,95,-1.0,-43.6,33.2,17.4,86,76,47,507,162,1466.0,706,5.27,3.78,0.72,0.273,0.717,,,3.7,3.85,,13.2,,,,,,,,,,,,,,,,,,,,,,,AL,LAA,162,86,76,,,N,N,False
1952,Athletics,1760,5975,89,664,632,52,0.114,0.093,0.106,0.269,0.253,0.343,0.359,0.332,94,-0.2,-45.4,20.6,17.4,79,75,16,292,155,1384.1,723,3.65,3.42,0.73,0.272,0.687,,,4.15,3.86,,13.4,,,,,,,,,,,,,,,,,,,,,,,AL,PHA,155,79,75,,,N,N,False
1924,White Sox,1704,6116,41,794,710,137,0.099,0.068,0.095,0.308,0.289,0.366,0.383,0.355,98,5.4,-14.5,-24.0,17.4,66,87,11,272,154,1370.2,857,2.36,3.36,0.34,0.301,0.627,,,4.74,4.19,,10.7,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,154,66,87,,,N,N,False
1981,Astros,1400,4156,45,394,369,81,0.082,0.117,0.099,0.283,0.257,0.318,0.356,0.306,97,0.4,-13.3,39.0,17.4,61,49,25,274,110,990.0,331,5.55,2.73,0.36,0.261,0.749,,,2.66,2.84,,15.6,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,110,61,49,Y,,N,N,True
1997,Rangers,1921,6266,187,807,773,72,0.08,0.178,0.164,0.309,0.274,0.334,0.438,0.337,95,-1.1,-42.2,-1.2,17.3,77,85,33,544,162,1429.2,823,5.82,3.41,1.06,0.308,0.698,,,4.7,4.57,,15.0,,,,,,,,,,,,,,,,,,,,,,,AL,Rangers,162,77,85,N,N,N,N,False
1944,Tigers,1667,6010,60,658,591,61,0.089,0.083,0.091,0.281,0.263,0.332,0.354,0.328,91,-12.4,-70.8,39.5,17.3,88,66,8,275,156,1400.0,581,3.65,2.91,0.25,0.277,0.706,,,3.09,3.11,,22.9,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,156,88,66,,,N,N,False
2004,Mariners,2280,6362,136,698,658,110,0.077,0.166,0.127,0.308,0.27,0.331,0.396,0.317,93,-6.4,-65.3,26.1,17.3,63,99,28,576,162,1459.1,823,6.39,3.55,1.31,0.286,0.715,0.393,11.3 %,4.76,4.85,4.79,8.9,13134.0,0.0,2.0,6.0,9.0,5.0,28.0,2610.0,1959.0,0.751,324.0,,,,,8.7,-0.4,37.4,-2.5,43.2,7.2,47.2,AL,Mariners,162,63,99,N,N,N,N,False
1935,Twins,1745,6302,32,823,762,54,0.095,0.065,0.097,0.303,0.285,0.358,0.381,0.345,96,-7.8,-46.8,12.8,17.3,67,86,12,297,154,1378.2,902,2.98,4.0,0.58,0.31,0.645,,,5.25,4.63,,7.8,,,,,,,,,,,,,,,,,,,,,,,AL,WS1,154,67,86,,,N,N,False
2001,Yankees,1867,6233,203,804,774,161,0.083,0.166,0.168,0.293,0.267,0.334,0.435,0.332,103,9.3,35.8,-73.8,17.3,95,65,57,523,161,1451.1,713,7.85,2.88,0.98,0.3,0.715,,,4.04,3.79,,26.1,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,161,95,65,Y,N,Y,N,True
1957,Dodgers,1851,5943,147,690,648,60,0.093,0.143,0.135,0.275,0.253,0.325,0.387,0.318,88,2.8,-81.1,73.1,17.3,84,70,29,358,154,1399.0,591,5.73,2.93,0.93,0.264,0.751,,,3.35,3.55,,20.5,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,154,84,70,,,N,N,False
1938,Tigers,1675,6058,137,861,804,76,0.114,0.095,0.139,0.285,0.272,0.359,0.412,0.358,90,-5.3,-96.8,43.2,17.3,84,70,11,289,155,1348.1,795,2.9,4.06,0.73,0.291,0.68,,,4.79,4.72,,14.5,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,155,84,70,,,N,N,False
1944,Cubs,1829,6108,71,700,639,53,0.085,0.085,0.099,0.278,0.261,0.328,0.36,0.327,96,7.2,-23.7,-1.0,17.3,75,79,13,313,157,1400.2,669,3.44,2.9,0.48,0.285,0.693,,,3.59,3.45,,14.5,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,157,75,79,,,N,N,False
1930,Pirates,1646,6058,86,891,844,76,0.082,0.074,0.146,0.319,0.303,0.365,0.449,0.365,95,14.7,-34.9,16.0,17.3,80,74,13,261,154,1361.1,928,2.6,2.9,0.85,0.309,0.629,,,5.24,5.17,,11.4,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,154,80,74,,,N,N,False
1947,Pirates,1864,6006,156,744,699,30,0.101,0.114,0.145,0.275,0.261,0.339,0.407,0.349,94,4.9,-42.1,8.4,17.2,62,92,13,367,156,1374.0,815,3.28,3.88,1.02,0.277,0.684,,,4.68,4.58,,6.5,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,156,62,92,,,N,N,False
1999,Cardinals,2275,6354,194,809,763,134,0.096,0.189,0.163,0.3,0.262,0.338,0.426,0.334,92,5.2,-64.6,38.5,17.2,75,86,38,615,161,1445.1,838,6.38,4.15,1.0,0.301,0.697,,,4.76,4.68,,14.0,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,161,75,86,N,N,N,N,False
2004,Twins,2318,6286,191,780,735,116,0.082,0.156,0.166,0.29,0.266,0.332,0.431,0.33,97,5.5,-22.3,-15.6,17.2,92,70,48,597,162,1476.0,715,6.85,2.63,1.02,0.302,0.729,0.446,10.2 %,4.04,3.98,4.09,22.4,13284.0,2.0,3.0,-1.0,10.0,-22.0,-12.0,2447.0,1809.0,0.739,385.0,,,,,-1.3,2.5,-15.9,13.4,-1.3,-0.1,5.7,AL,Twins,162,92,70,Y,N,N,N,True
1937,Cardinals,1740,5966,94,789,731,78,0.065,0.095,0.124,0.301,0.282,0.331,0.406,0.338,95,12.4,-23.2,4.7,17.2,80,73,4,297,156,1392.0,733,3.69,2.9,0.61,0.294,0.68,,,3.96,4.1,,13.5,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,157,81,73,,,N,N,False
1997,White Sox,2014,6201,158,779,740,106,0.092,0.145,0.144,0.298,0.273,0.341,0.417,0.334,100,-0.8,1.2,-43.1,17.2,80,81,52,550,161,1422.1,833,6.08,3.64,1.11,0.294,0.685,,,4.74,4.64,,11.1,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,161,80,81,N,N,N,N,False
2007,Athletics,2220,6365,171,741,711,52,0.104,0.176,0.151,0.29,0.256,0.338,0.407,0.328,99,-7.0,-12.1,-32.1,17.2,76,86,36,608,162,1448.0,758,6.44,3.29,0.86,0.296,0.694,0.448,8.3 %,4.3,4.23,4.44,17.0,13032.0,-1.0,5.0,-8.0,-13.0,14.0,7.0,2499.0,2091.0,0.837,373.0,,,,,-16.9,-1.5,-1.5,4.1,-15.8,-5.3,-18.8,AL,Athletics,162,76,86,N,N,N,N,False
2002,Cubs,2294,6244,200,707,676,63,0.094,0.203,0.167,0.283,0.246,0.321,0.413,0.32,93,-7.0,-59.0,27.5,17.2,67,95,23,552,162,1441.1,759,8.32,3.78,1.04,0.296,0.709,0.422,11.4 %,4.3,4.0,3.91,17.5,12972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-10.8,4.1,2.3,-5.1,-9.6,-2.8,-9.6,NL,CHN,162,67,95,N,N,N,N,False
1969,Cubs,2047,6235,142,720,671,30,0.09,0.149,0.131,0.279,0.253,0.324,0.384,0.32,90,-3.9,-77.2,24.7,17.2,92,70,27,408,163,1454.1,611,6.29,2.94,0.73,0.28,0.739,,,3.34,3.2,,24.7,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,163,92,70,N,,N,N,False
1970,Cubs,1950,6225,179,806,761,39,0.098,0.135,0.155,0.276,0.259,0.333,0.415,0.333,90,3.4,-77.2,30.1,17.2,84,78,25,367,162,1435.0,679,6.27,2.98,0.9,0.283,0.719,,,3.76,3.59,,27.1,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,84,78,N,,N,N,False
1984,Indians,1833,6375,123,761,704,126,0.094,0.128,0.119,0.288,0.265,0.335,0.384,0.325,99,-5.6,-12.9,-25.8,17.1,75,87,35,471,163,1467.2,766,4.92,3.34,0.86,0.285,0.7,,,4.26,4.09,,13.4,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,163,75,87,N,,N,N,False
2006,Orioles,2295,6240,164,768,727,121,0.076,0.141,0.146,0.302,0.277,0.339,0.424,0.331,96,-4.5,-36.4,-2.7,17.1,70,92,35,634,162,1419.0,899,6.44,3.89,1.37,0.307,0.692,0.423,12.7 %,5.35,5.09,4.8,7.6,12771.0,8.0,3.0,8.0,-7.0,-22.0,-13.0,2474.0,2063.0,0.834,339.0,,,,,3.8,-0.8,-2.6,4.5,4.8,1.1,18.8,AL,Orioles,162,70,92,N,N,N,N,False
2008,Angels,2229,6155,159,765,721,129,0.078,0.16,0.145,0.299,0.268,0.33,0.413,0.324,96,-1.0,-30.9,-7.9,17.1,100,62,66,545,162,1451.1,697,6.86,2.83,0.99,0.296,0.73,0.443,9.8 %,4.0,4.12,4.17,17.7,13062.0,-4.0,7.0,-10.0,16.0,-15.0,-10.0,2354.0,1947.0,0.827,417.0,65.0,2.7,,,-0.9,3.0,3.2,3.9,9.2,1.3,4.8,AL,LAA,162,100,62,Y,N,N,N,True
1986,Orioles,1806,6203,169,708,669,64,0.091,0.139,0.137,0.276,0.258,0.327,0.395,0.323,99,-1.3,-11.0,-28.8,17.1,73,89,39,424,162,1436.2,760,5.98,3.35,1.11,0.285,0.709,,,4.31,4.21,,14.5,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,162,73,89,N,,N,N,False
1985,Mariners,1730,6181,171,719,686,94,0.091,0.152,0.157,0.279,0.256,0.326,0.413,0.328,100,3.0,5.3,-43.4,17.1,74,88,30,497,162,1432.0,818,5.46,4.0,0.97,0.286,0.686,,,4.68,4.29,,13.6,,,,,,,,,,,,,,,,,,,,,,,AL,Mariners,162,74,88,N,,N,N,False
1984,Pirates,2030,6104,98,613,586,96,0.071,0.137,0.108,0.283,0.255,0.309,0.363,0.302,86,-5.6,-101.9,66.3,17.1,75,87,34,408,162,1470.0,567,6.09,3.07,0.62,0.277,0.753,,,3.11,3.36,,19.6,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,162,75,87,N,,N,N,False
1935,Dodgers,1779,5937,59,711,666,60,0.072,0.088,0.099,0.297,0.277,0.333,0.376,0.329,90,10.1,-62.7,34.2,17.1,70,83,20,299,154,1358.0,767,3.18,2.89,0.58,0.291,0.652,,,4.22,4.19,,10.9,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,154,70,83,,,N,N,False
